cd_cnpj;de_ramo_atividade_principal;cod_ramo_atividade_principal;cd_ramo_atividade;nu_ordem;de_ramo_atividade
08758334000130;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;8211300;8211300~@~8219999~@~8230001;0~@~1~@~2;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE~@~SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO~@~SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
12541029000160;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;8299707;8299707~@~9511800;0~@~1;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS~@~SALAS DE ACESSO A INTERNET
10455730000130;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;2330302;2330302~@~2330399~@~4213800~@~4292801~@~4744099;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL~@~FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO~@~FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES~@~MONTAGEM DE ESTRUTURAS METALICAS~@~OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS
08455772000120;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;4712100;0;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
12722935000160;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;4772500;4772500~@~4781400~@~9602501~@~9602502;0~@~1~@~2~@~3;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
14640723000160;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO;1622699;1622699~@~4322301~@~4399103;0~@~1~@~2;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS~@~OBRAS DE ALVENARIA
14638610000120;CABELEIREIROS, MANICURE E PEDICURE;4781400;4781400~@~9602501;0~@~1;CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
51145886000100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
13395228000170;ENSINO DE DANCA;8592901;8592901~@~9001903;0~@~1;ENSINO DE DANCA~@~PRODUCAO DE ESPETACULOS DE DANCA
12839860000100;ALUGUEL DE MAQUINAS E EQUIPAMENTOS AGRICOLAS SEM OPERADOR;4399104;4399104~@~4930201~@~4930202~@~4930203~@~7731400;0~@~1~@~2~@~3~@~4;ALUGUEL DE MAQUINAS E EQUIPAMENTOS AGRICOLAS SEM OPERADOR~@~SERVICOS DE OPERACAO E FORNECIMENTO DE EQUIPAMENTOS PARA TRANSPORTE E ELEVACAO DE CARGAS E PESSOAS PARA USO EM OBRAS~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL~@~TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS
16182834026080;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;4751200;4751200~@~4753900~@~4754701~@~4754702~@~4756300;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA~@~COMERCIO VAREJISTA DE MOVEIS~@~COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~COMERCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSORIOS
08968942000170;CONSTRUCAO DE EDIFICIOS;4120400;4120400~@~4211101~@~4211102~@~4213800~@~7711000;0~@~1~@~2~@~3~@~4;CONSTRUCAO DE EDIFICIOS~@~CONSTRUCAO DE RODOVIAS E FERROVIAS~@~LOCACAO DE AUTOMOVEIS SEM CONDUTOR~@~OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS~@~PINTURA PARA SINALIZACAO EM PISTAS RODOVIARIAS E AEROPORTOS
80175995000160;COMERCIO ATACADISTA DE CAFE TORRADO, MOIDO E SOLUVEL;4637101;4637101;0;COMERCIO ATACADISTA DE CAFE TORRADO, MOIDO E SOLUVEL
03431146000180;RESTAURANTES E SIMILARES;5611201;5611201;0;RESTAURANTES E SIMILARES
09178916000100;COMERCIO VAREJISTA DE VIDROS;4743100;4743100;0;COMERCIO VAREJISTA DE VIDROS
09653273000100;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4711302;4711302~@~4721102~@~4722901~@~4755502~@~4781400;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CARNES  ACOUGUES~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS~@~PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
14944784000110;LAVANDERIAS;9601701;9601701;0;LAVANDERIAS
14108214000190;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;4712100;4712100~@~4741500~@~4744001~@~4744099;0~@~1~@~2~@~3;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS~@~COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS~@~COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA
15222304000170;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;4755502~@~4761003~@~5819100;0~@~1~@~2;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA~@~EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS
15219234000100;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;3530100;3530100~@~4322302~@~4329199~@~4757100~@~8129000;0~@~1~@~2~@~3~@~4;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE~@~COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO~@~INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO~@~OUTRAS OBRAS DE INSTALACOES EM CONSTRUCOES NAO ESPECIFICADAS ANTERIORMENTE~@~PRODUCAO E DISTRIBUICAO DE VAPOR, AGUA QUENTE E AR CONDICIONADO
09523962000280;CULTIVO DE CANADEACUCAR;0113000;0113000;0;CULTIVO DE CANADEACUCAR
16626274000120;COMERCIO VAREJISTA DE CARNES  ACOUGUES;4722901;4722901;0;COMERCIO VAREJISTA DE CARNES  ACOUGUES
15733735000100;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;4755502~@~4755503~@~4759899~@~4763601~@~4789001;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO~@~COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS~@~COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
14130537000180;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;4541205;4541205~@~4543900;0~@~1;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS~@~MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS
07983062000290;CULTIVO DE SOJA;0115600;0115600;0;CULTIVO DE SOJA
08085260000380;CULTIVO DE MILHO;0111302;0111302~@~0115600;0~@~1;CULTIVO DE MILHO~@~CULTIVO DE SOJA
08268228000330;CULTIVO DE MILHO;0111302;0111302~@~0115600;0~@~1;CULTIVO DE MILHO~@~CULTIVO DE SOJA
10585102000170;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;4724500;4724500;0;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
16917193000180;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;9430800~@~9493600~@~9499500;0~@~1~@~2;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
13218806000100;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9430800;9430800;0;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS
03608600002250;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;4721104;4721104;0;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES
08092566000100;REPARACAO DE JOIAS;9529103;9529103~@~9529106;0~@~1;REPARACAO DE JOIAS~@~REPARACAO DE RELOGIOS
05650285000120;LAVANDERIAS;9601701;9601701~@~9601702;0~@~1;LAVANDERIAS~@~TINTURARIAS
14138244000140;CABELEIREIROS, MANICURE E PEDICURE;1412601;1412601~@~4755502~@~4782201~@~4789001~@~9602501;0~@~1~@~2~@~3~@~4;CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE CALCADOS~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS~@~CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA
11269005000130;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;9491000;0;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
14286913000120;CABELEIREIROS, MANICURE E PEDICURE;4755502;4755502~@~9602501;0~@~1;CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
14269941000130;COMERCIO ATACADISTA DE CERVEJA, CHOPE E REFRIGERANTE;4635402;4635402~@~8230001;0~@~1;COMERCIO ATACADISTA DE CERVEJA, CHOPE E REFRIGERANTE~@~SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
14545414000100;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;5611203;0;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
15760737000180;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
15279682000190;COMERCIO VAREJISTA DE BEBIDAS;4722901;4722901~@~4723700~@~4772500~@~4784900~@~5612100;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE BEBIDAS~@~COMERCIO VAREJISTA DE CARNES  ACOUGUES~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL~@~COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP~@~SERVICOS AMBULANTES DE ALIMENTACAO
14934760000180;SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE, EXCETO TOMOGRAFIA;8640204;8640204~@~8640205~@~8640206;0~@~1~@~2;SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE, EXCETO TOMOGRAFIA~@~SERVICOS DE RESSONANCIA MAGNETICA~@~SERVICOS DE TOMOGRAFIA
01603568000160;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4751200;4751200;0;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
65638363000100;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;4761003;4761003;0;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
09166949000130;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4751200;4751200~@~9329804;0~@~1;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS
16665857000160;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;4930201;4930201~@~4930204;0~@~1;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL~@~TRANSPORTE RODOVIARIO DE MUDANCAS
58424672001690;REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE;9529199;9529199;0;REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE
14604617000120;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;1091101;1091101~@~1412602~@~2599301~@~4399103~@~4721102;0~@~1~@~2~@~3~@~4;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS~@~FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL~@~OBRAS DE ALVENARIA~@~PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA~@~SERVICOS DE CONFECCAO DE ARMACOES METALICAS PARA A CONSTRUCAO
14364591000190;PRODUCAO DE ESPETACULOS CIRCENSES, DE MARIONETES E SIMILARES;8230001;8230001~@~9001901~@~9001902~@~9001903~@~9001904;0~@~1~@~2~@~3~@~4;PRODUCAO DE ESPETACULOS CIRCENSES, DE MARIONETES E SIMILARES~@~PRODUCAO DE ESPETACULOS DE DANCA~@~PRODUCAO MUSICAL~@~PRODUCAO TEATRAL~@~SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
15773263000100;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
14366282000150;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;5811500;5811500~@~5813100~@~5912099~@~7319003;0~@~1~@~2~@~3;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE~@~EDICAO DE LIVROS~@~EDICAO DE REVISTAS~@~MARKETING DIRETO
15787927000190;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
15786744000150;SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE, EXCETO TOMOGRAFIA;8640205;8640205;0;SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE, EXCETO TOMOGRAFIA
19556414000120;OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS;9412099;9412099;0;OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS
12189136000170;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
75826792000580;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;4774100;4774100;0;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA
03020355000130;COMPRA E VENDA DE IMOVEIS PROPRIOS;4110700;4110700~@~4120400~@~6810201~@~6810203~@~6821801;0~@~1~@~2~@~3~@~4;COMPRA E VENDA DE IMOVEIS PROPRIOS~@~CONSTRUCAO DE EDIFICIOS~@~CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS~@~INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS~@~LOTEAMENTO DE IMOVEIS PROPRIOS
09254173000100;ALUGUEL DE EQUIPAMENTOS CIENTIFICOS, MEDICOS E HOSPITALARES, SEM OPERADOR;4645101;4645101~@~7739002;0~@~1;ALUGUEL DE EQUIPAMENTOS CIENTIFICOS, MEDICOS E HOSPITALARES, SEM OPERADOR~@~COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO, CIRURGICO, HOSPITALAR E DE LABORATORIOS
00284458000110;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;4755502;0;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
15906554000120;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
07006739000150;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4751200;4751200;0;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
09665192000120;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;1412601;1412601~@~4642701~@~4781400;0~@~1~@~2;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA
02008488000200;EDICAO INTEGRADA A IMPRESSAO DE LIVROS;5821200;5821200;0;EDICAO INTEGRADA A IMPRESSAO DE LIVROS
15951330000130;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
00935399000100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
21919055000170;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4712100;4712100~@~4772500~@~4781400;0~@~1~@~2;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
07644337000180;ALUGUEL DE APARELHOS DE JOGOS ELETRONICOS;7729201;7729201;0;ALUGUEL DE APARELHOS DE JOGOS ELETRONICOS
10768206000110;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;4772500;4772500;0;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
10888166000140;CRIACAO DE BOVINOS PARA LEITE;0111302;0111302~@~0151202;0~@~1;CRIACAO DE BOVINOS PARA LEITE~@~CULTIVO DE MILHO
13928533000180;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;5911102;5911102~@~5911199~@~5912099~@~6021700~@~6311900;0~@~1~@~2~@~3~@~4;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE PRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE TELEVISAO ABERTA~@~PRODUCAO DE FILMES PARA PUBLICIDADE~@~TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET
07283192000130;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;9491000;0;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
15369798000110;INSTALACAO E MANUTENCAO ELETRICA;4321500;4321500~@~4520003;0~@~1;INSTALACAO E MANUTENCAO ELETRICA~@~SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES
07180877000150;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;5611203;0;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
13791912000170;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;4110700;4110700;0;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS
09508642000170;AGENCIAS DE NOTICIAS;5911101;5911101~@~6010100~@~6391700~@~7311400~@~7320300;0~@~1~@~2~@~3~@~4;AGENCIAS DE NOTICIAS~@~AGENCIAS DE PUBLICIDADE~@~ATIVIDADES DE RADIO~@~ESTUDIOS CINEMATOGRAFICOS~@~PESQUISAS DE MERCADO E DE OPINIAO PUBLICA
07426161000190;ACABAMENTO DE CALCADOS DE COURO SOB CONTRATO;1531902;1531902;0;ACABAMENTO DE CALCADOS DE COURO SOB CONTRATO
08788384000160;AGENCIAMENTO DE ESPACOS PARA PUBLICIDADE, EXCETO EM VEICULOS DE COMUNICACAO;3299003;3299003~@~4329101~@~7312200~@~7739099;0~@~1~@~2~@~3;AGENCIAMENTO DE ESPACOS PARA PUBLICIDADE, EXCETO EM VEICULOS DE COMUNICACAO~@~ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR~@~FABRICACAO DE LETRAS, LETREIROS E PLACAS DE QUALQUER MATERIAL, EXCETO LUMINOSOS~@~INSTALACAO DE PAINEIS PUBLICITARIOS
08427416000100;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS;4511102;4511102~@~4512902~@~7490104;0~@~1~@~2;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS~@~COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS~@~COMERCIO SOB CONSIGNACAO DE VEICULOS AUTOMOTORES
08627126000100;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;5229099;5229099;0;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE
07387547000130;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;9430800~@~9493600~@~9499500;0~@~1~@~2;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
07542462000180;OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;4618401;4618401~@~4618402~@~4618403~@~4618499;0~@~1~@~2~@~3;OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE~@~REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE INSTRUMENTOS E MATERIAIS ODONTOMEDICOHOSPITALARES~@~REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE JORNAIS, REVISTAS E OUTRAS PUBLICACOES~@~REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS, COSMETICOS E PRODUTOS DE PERFUMARIA
08771958000350;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;4774100;4774100;0;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA
13735068000160;COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS;4744001;4744001~@~4744002~@~4744003~@~4744004~@~4744099;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS~@~COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS~@~COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS~@~COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL~@~COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS
04988419000740;COMERCIO VAREJISTA DE TECIDOS;4755501;4755501;0;COMERCIO VAREJISTA DE TECIDOS
05527275000100;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;4721104;4721104;0;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES
06228206000150;PARQUES DE DIVERSAO E PARQUES TEMATICOS;9321200;9321200;0;PARQUES DE DIVERSAO E PARQUES TEMATICOS
03793637000170;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;1411801;1411801~@~1411802~@~1412601~@~1414200;0~@~1~@~2~@~3;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA~@~CONFECCAO DE ROUPAS INTIMAS~@~FABRICACAO DE ACESSORIOS DO VESTUARIO, EXCETO PARA SEGURANCA E PROTECAO~@~FACCAO DE ROUPAS INTIMAS
