cd_cnpj;de_ramo_atividade_principal;cod_ramo_atividade_principal;cd_ramo_atividade;nu_ordem;de_ramo_atividade
15343611000100;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;4712100;4712100~@~4721102~@~4721103~@~4729601~@~4789099;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE LATICINIOS E FRIOS~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS~@~COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE~@~PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA~@~TABACARIA
08873165000180;COMERCIO VAREJISTA DE BEBIDAS;4723700;4723700~@~4784900;0~@~1;COMERCIO VAREJISTA DE BEBIDAS~@~COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP
06984947000160;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;4752100;4752100;0;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
12488964000100;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;5611203;0;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
04470930000160;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;4712100;0;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
15112044000180;COMERCIO ATACADISTA DE OUTROS PRODUTOS QUIMICOS E PETROQUIMICOS NAO ESPECIFICADOS ANTERIORMENTE;4684299;4684299;0;COMERCIO ATACADISTA DE OUTROS PRODUTOS QUIMICOS E PETROQUIMICOS NAO ESPECIFICADOS ANTERIORMENTE
10576750000160;COMERCIO VAREJISTA DE MATERIAL ELETRICO;4321500;4321500~@~4742300;0~@~1;COMERCIO VAREJISTA DE MATERIAL ELETRICO~@~INSTALACAO E MANUTENCAO ELETRICA
16953220000170;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4321500;4321500~@~4751200~@~6190699~@~8599603~@~9511800;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~INSTALACAO E MANUTENCAO ELETRICA~@~OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE~@~REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS~@~TREINAMENTO EM INFORMATICA
10741424000160;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;6821801;6821801;0;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS
12127415000100;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;1412601;1412601~@~4642701~@~4781400~@~4789001~@~9529199;0~@~1~@~2~@~3~@~4;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS~@~CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA~@~REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE
11581441000140;CONSTRUCAO DE EDIFICIOS;4120400;4120400~@~4211101~@~4213800~@~4222701~@~4222702;0~@~1~@~2~@~3~@~4;CONSTRUCAO DE EDIFICIOS~@~CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO~@~CONSTRUCAO DE RODOVIAS E FERROVIAS~@~OBRAS DE IRRIGACAO~@~OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS
07789068000140;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
12790129000120;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;4322301;4322301~@~4322302~@~9511800~@~9512600;0~@~1~@~2~@~3;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS~@~REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS~@~REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO
13649202000100;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;4772500;4772500~@~9602501~@~9602502;0~@~1~@~2;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
11664042004130;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;4753900;4753900~@~4759899;0~@~1;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE~@~COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
13147664000120;ATIVIDADES PAISAGISTICAS;4789099;4789099~@~8130300;0~@~1;ATIVIDADES PAISAGISTICAS~@~COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
11169468000120;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;4712100;0;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
11278830000100;MANUTENCAO E REPARACAO DE GERADORES, TRANSFORMADORES E MOTORES ELETRICOS;3313901;3313901;0;MANUTENCAO E REPARACAO DE GERADORES, TRANSFORMADORES E MOTORES ELETRICOS
86814241000190;COMERCIO ATACADISTA DE CERVEJA, CHOPE E REFRIGERANTE;4635402;4635402;0;COMERCIO ATACADISTA DE CERVEJA, CHOPE E REFRIGERANTE
10632490000100;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;4520006;4520006~@~4530705;0~@~1;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR~@~SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES
12433122000150;CABELEIREIROS, MANICURE E PEDICURE;5611203;5611203~@~9602501;0~@~1;CABELEIREIROS, MANICURE E PEDICURE~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
10369152000110;FABRICACAO DE PRODUTOS DE CARNE;1013901;1013901;0;FABRICACAO DE PRODUTOS DE CARNE
13616554000160;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;1813099;1813099~@~4741500~@~4761003;0~@~1~@~2;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA~@~COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA~@~IMPRESSAO DE MATERIAL PARA OUTROS USOS
11871534000100;ESTACIONAMENTO DE VEICULOS;5223100;5223100;0;ESTACIONAMENTO DE VEICULOS
10461592000100;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;6619302;6619302~@~6619399~@~8291100;0~@~1~@~2;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS~@~CORRESPONDENTES DE INSTITUICOES FINANCEIRAS~@~OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE
10737245000150;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;4784900;4784900;0;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP
13494676000120;ENSINO DE IDIOMAS;8593700;8593700;0;ENSINO DE IDIOMAS
12960445000100;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;9602502;9602502;0;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
02586057000140;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;4619200;4619200;0;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO
07699594000110;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;3314709;3314709~@~4751200~@~9511800;0~@~1~@~2;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~MANUTENCAO E REPARACAO DE MAQUINAS DE ESCREVER, CALCULAR E DE OUTROS EQUIPAMENTOS NAOELETRONICOS PARA ESCRITORIO~@~REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
92609791000170;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;5611202;5611202;0;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
78485950000140;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9329899;9329899~@~9430800;0~@~1;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE
08416923000130;CRIACAO DE BOVINOS PARA CORTE;0113000;0113000~@~0151201;0~@~1;CRIACAO DE BOVINOS PARA CORTE~@~CULTIVO DE CANADEACUCAR
04305474000100;ALUGUEL DE IMOVEIS PROPRIOS;6462000;6462000~@~6810201~@~6810202~@~8299799;0~@~1~@~2~@~3;ALUGUEL DE IMOVEIS PROPRIOS~@~COMPRA E VENDA DE IMOVEIS PROPRIOS~@~HOLDINGS DE INSTITUICOES NAOFINANCEIRAS~@~OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE
77042620000380;RESTAURANTES E SIMILARES;5611201;5611201;0;RESTAURANTES E SIMILARES
07467207000110;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;4763602;4763602;0;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS
01738610000150;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;4755502;0;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
08839951000160;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;9430800;9430800~@~9493600;0~@~1;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
14638402000120;SERVICO DE TRANSPORTE DE PASSAGEIROS  LOCACAO DE AUTOMOVEIS COM MOTORISTA;4923002;4923002~@~4924800~@~4929901~@~4930201~@~5320202;0~@~1~@~2~@~3~@~4;SERVICO DE TRANSPORTE DE PASSAGEIROS  LOCACAO DE AUTOMOVEIS COM MOTORISTA~@~SERVICOS DE ENTREGA RAPIDA~@~TRANSPORTE ESCOLAR~@~TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL
15589437000180;CABELEIREIROS, MANICURE E PEDICURE;9602501;9602501;0;CABELEIREIROS, MANICURE E PEDICURE
41064510000100;AGENCIAS DE VIAGENS;7911200;7911200~@~7912100;0~@~1;AGENCIAS DE VIAGENS~@~OPERADORES TURISTICOS
16611987000110;INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL;2599301;2599301~@~4321500~@~4322301~@~4330402~@~4330404;0~@~1~@~2~@~3~@~4;INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL~@~INSTALACAO E MANUTENCAO ELETRICA~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS~@~SERVICOS DE CONFECCAO DE ARMACOES METALICAS PARA A CONSTRUCAO~@~SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
16609589000160;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;8592999;8592999;0;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE
14479322000170;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4713002;4713002~@~4729699~@~4755502~@~4771701~@~4774100;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DE OPTICA~@~COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE~@~COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS~@~LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
15714147000110;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;5611203;0;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
15406892000100;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;4520002;4520002;0;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES
15407071000180;TRANSPORTE ESCOLAR;4921301;4921301~@~4922101~@~4924800~@~4930201;0~@~1~@~2~@~3;TRANSPORTE ESCOLAR~@~TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL, EXCETO EM REGIAO METROPOLITANA~@~TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL
09360188000900;CULTIVO DE CANADEACUCAR;0113000;0113000;0;CULTIVO DE CANADEACUCAR
08643832000480;CRIACAO DE BOVINOS PARA CORTE;0151201;0151201;0;CRIACAO DE BOVINOS PARA CORTE
07916003000380;CULTIVO DE CANADEACUCAR;0113000;0113000;0;CULTIVO DE CANADEACUCAR
08339361000330;CULTIVO DE MILHO;0111302;0111302~@~0115600;0~@~1;CULTIVO DE MILHO~@~CULTIVO DE SOJA
50132810000170;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;9491000;0;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
08193737000260;CULTIVO DE LARANJA;0131800;0131800;0;CULTIVO DE LARANJA
13698318000130;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL;4921301;4921301;0;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL
02112772000140;COMERCIO ATACADISTA DE EMBALAGENS;1033301;1033301~@~4686902;0~@~1;COMERCIO ATACADISTA DE EMBALAGENS~@~FABRICACAO DE SUCOS CONCENTRADOS DE FRUTAS, HORTALICAS E LEGUMES
05033703000130;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES;4721104;4721104~@~4763601~@~4789008~@~7722500;0~@~1~@~2~@~3;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES~@~COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM~@~COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS~@~COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES
12608073000140;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS;8630501;8630501~@~9602502;0~@~1;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE PROCEDIMENTOS CIRURGICOS~@~ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
13487612000100;ALUGUEL DE EQUIPAMENTOS CIENTIFICOS, MEDICOS E HOSPITALARES, SEM OPERADOR;4782202;4782202~@~4789001~@~7739002;0~@~1~@~2;ALUGUEL DE EQUIPAMENTOS CIENTIFICOS, MEDICOS E HOSPITALARES, SEM OPERADOR~@~COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
26085803000180;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;4322303;4322303~@~4753900~@~5611201~@~5620101~@~8230001;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO~@~FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS~@~INSTALACOES DE SISTEMA DE PREVENCAO CONTRA INCENDIO~@~RESTAURANTES E SIMILARES~@~SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
15756999000170;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930201;4930201~@~4930202;0~@~1;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL
03455698000390;CRIACAO DE BOVINOS PARA CORTE;0151201;0151201;0;CRIACAO DE BOVINOS PARA CORTE
05568312000110;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930202;4930202;0;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
09538394000100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4751200;4751200~@~6319400~@~8219901~@~8299707;0~@~1~@~2~@~3;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~FOTOCOPIAS~@~PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET~@~SALAS DE ACESSO A INTERNET
08887222000180;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;4755502~@~4761003~@~4763601~@~4781400~@~4782201;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS~@~COMERCIO VAREJISTA DE CALCADOS
07742768000180;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;4511102;4511102;0;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS
64530777000140;CRIACAO DE BOVINOS PARA CORTE;0111399;0111399~@~0112199~@~0113000~@~0151201~@~0151202;0~@~1~@~2~@~3~@~4;CRIACAO DE BOVINOS PARA CORTE~@~CRIACAO DE BOVINOS PARA LEITE~@~CULTIVO DE CANADEACUCAR~@~CULTIVO DE OUTRAS FIBRAS DE LAVOURA TEMPORARIA NAO ESPECIFICADAS ANTERIORMENTE~@~CULTIVO DE OUTROS CEREAIS NAO ESPECIFICADOS ANTERIORMENTE
85290518000160;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES;4520001;4520001~@~4520002~@~4520003~@~4520004;0~@~1~@~2~@~3;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES~@~SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
01809513000100;HOTEIS;5510801;5510801;0;HOTEIS
12645185000170;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;8230001;8230001;0;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
15431690000100;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4321500;4321500~@~4530703~@~4751200~@~4753900~@~4757100;0~@~1~@~2~@~3~@~4;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO~@~INSTALACAO E MANUTENCAO ELETRICA
88945985000330;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;9491000;0;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
68871011000180;FABRICACAO DE OUTROS EQUIPAMENTOS E APARELHOS ELETRICOS NAO ESPECIFICADOS ANTERIORMENTE;2790299;2790299~@~3321000;0~@~1;FABRICACAO DE OUTROS EQUIPAMENTOS E APARELHOS ELETRICOS NAO ESPECIFICADOS ANTERIORMENTE~@~INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS
97192611000110;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400~@~4782201;0~@~1;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS
01135902000360;COMERCIO VAREJISTA DE BEBIDAS;4723700;4723700;0;COMERCIO VAREJISTA DE BEBIDAS
12587178000160;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;9602501;9602501~@~9602502;0~@~1;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE
16918858000170;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;4755502~@~4781400~@~5611203~@~7711000;0~@~1~@~2~@~3;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~LOCACAO DE AUTOMOVEIS SEM CONDUTOR
14554347000190;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9499500;9499500;0;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
15013188000180;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;8230001;8230001;0;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
15878010000100;SERRARIAS COM DESDOBRAMENTO DE MADEIRA;1610201;1610201;0;SERRARIAS COM DESDOBRAMENTO DE MADEIRA
25153552000160;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
11536367000140;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;4729699;4729699;0;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
90368747000190;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL;4921301;4921301;0;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL
43293729002150;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS;4511101;4511101~@~5211799;0~@~1;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS~@~DEPOSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZENS GERAIS E GUARDAMOVEIS
41213448000170;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;4712100;0;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
97520865000110;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS;4511101;4511101~@~4512902~@~4530703~@~4530704~@~4541205;0~@~1~@~2~@~3~@~4;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS~@~COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS~@~COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES~@~COMERCIO SOB CONSIGNACAO DE VEICULOS AUTOMOTORES
02715039000110;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;4754702;4754702;0;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA
